areacode,owned_outright,owned_mortgage,private_rented,social_rented
S00144672,1,30,14,12
S00144673,14,16,18,1
S00144674,23,26,6,1
S00144675,6,48,3,0
S00144676,20,19,12,0
S00144677,26,23,6,0
S00144678,29,21,25,3
S00144679,22,14,3,5
S00144680,13,28,20,2
S00144681,23,16,4,0
S00144682,0,1,5,62
S00144683,5,16,15,1
S00144684,16,16,8,1
S00144685,19,10,1,0
S00144686,22,15,3,2
S00144687,6,55,1,0
S00144688,24,18,3,1
S00144689,8,17,9,10
S00144690,12,38,30,3
S00144691,27,15,1,0
S00144692,6,11,11,1
S00144693,6,46,3,3
S00144694,16,23,5,4
S00144695,21,19,2,1
S00144696,24,19,0,3
S00144697,3,11,18,1
S00144698,2,12,28,0
S00144699,16,11,9,5
S00144700,20,22,3,3
S00144701,3,10,15,12
S00144702,3,44,4,5
S00144703,17,19,19,2
S00144704,12,9,0,15
S00144705,35,33,3,5
S00144706,23,26,6,8
S00144707,15,25,4,3
S00144708,37,18,1,1
S00144709,18,21,9,10
S00144710,7,13,6,12
S00144711,12,14,4,4
S00144712,35,14,4,2
S00144713,7,40,3,1
S00144714,36,14,2,1
S00144715,22,21,15,1
S00144716,20,18,10,1
S00144717,26,19,10,5
S00144718,15,12,0,18
S00144719,26,20,0,1
S00144720,17,16,3,0
S00144721,20,28,21,5
S00144722,17,16,20,1
S00144723,4,44,6,4
S00144724,23,21,15,0
S00144725,20,8,3,1
S00144726,43,15,2,0
S00144727,29,15,1,1
S00144728,27,17,10,16
S00144729,16,11,3,3
S00144730,21,15,15,4
S00144731,18,29,5,2
S00144732,14,14,12,2
S00144733,14,24,15,12
S00144734,22,8,13,1
S00144735,33,25,1,1
S00144736,41,10,1,1
S00144737,30,34,0,0
S00144738,7,15,6,12
S00144739,16,20,5,5
S00144740,10,2,8,20
S00144741,16,11,15,0
S00144742,24,12,7,5
S00144743,16,15,15,3
S00144744,23,14,14,2
S00144745,14,17,8,7
S00144746,16,17,13,9
S00144747,3,5,9,33
S00144748,3,2,2,39
S00144749,17,23,4,1
S00144750,11,10,8,34
S00144751,27,17,0,1
S00144752,25,20,2,0
S00144753,32,16,5,6
S00144754,27,19,3,1
S00144755,7,0,2,44
S00144756,12,14,1,4
S00144757,50,10,1,0
S00144758,24,14,7,3
S00144759,25,14,18,1
S00144760,16,8,1,3
S00144761,16,12,14,18
S00144762,12,8,4,13
S00144763,0,1,8,28
S00144764,10,12,18,0
S00144765,14,11,14,2
S00144766,12,14,4,40
S00144767,11,14,11,18
S00144768,19,15,14,0
S00144769,15,23,7,2
S00144770,13,25,10,1
S00144771,24,17,2,0
S00144772,11,21,14,4
S00144773,22,6,1,37
S00144774,27,17,7,3
S00144775,4,3,9,16
S00144776,20,8,18,19
S00144777,15,12,9,23
S00144778,45,27,2,0
S00144779,11,10,8,9
S00144780,33,15,0,1
S00144781,28,12,0,0
S00144782,11,6,13,2
S00144783,11,11,24,5
S00144784,14,22,15,10
S00144785,15,13,9,29
S00144786,7,8,1,49
S00144787,3,17,10,13
S00144788,6,10,24,26
S00144789,46,6,1,0
S00144790,22,16,13,28
S00144791,1,7,5,29
S00144792,32,13,12,4
S00144793,1,4,1,63
S00144794,20,16,1,1
S00144795,32,14,4,3
S00144796,4,8,4,34
S00144797,20,15,15,11
S00144798,20,14,8,4
S00144799,7,6,4,39
S00144800,27,9,1,1
S00144801,17,14,10,1
S00144802,3,2,11,34
S00144803,21,15,4,2
S00144804,15,11,8,7
S00144805,33,18,1,0
S00144806,11,18,18,32
S00144807,13,5,6,18
S00144808,1,9,11,25
S00144809,37,20,2,2
S00144810,22,20,3,0
S00144811,9,8,6,22
S00144812,19,18,14,10
S00144813,0,2,0,42
S00144814,37,11,1,0
S00144815,43,1,1,2
S00144816,14,12,5,12
S00144817,19,11,2,0
S00144818,3,5,4,34
S00144819,1,4,1,29
S00144820,23,23,16,0
S00144821,34,23,13,3
S00144822,0,2,2,63
S00144823,13,19,5,3
S00144824,20,14,3,7
S00144825,9,5,3,36
S00144826,1,1,7,27
S00144827,29,11,3,0
S00144828,4,1,1,65
S00144829,16,7,1,20
S00144830,22,23,2,0
S00144831,7,7,10,28
S00144832,25,19,1,1
S00144833,2,2,1,61
S00144834,18,23,5,17
S00144835,9,1,9,42
S00144836,13,20,3,12
S00144837,24,16,1,5
S00144838,1,9,7,32
S00144839,31,10,2,1
S00144840,4,13,9,26
S00144841,29,29,4,4
S00144842,16,17,7,2
S00144843,9,3,1,49
S00144844,42,37,3,1
S00144845,1,1,2,57
S00144846,20,25,2,2
S00144847,14,18,9,6
S00144848,15,19,10,3
S00144849,15,11,9,14
S00144850,9,15,16,37
S00144851,7,6,3,17
S00144852,4,5,2,51
S00144853,8,3,17,9
S00144854,11,12,26,2
S00144855,1,3,4,52
S00144856,25,16,0,2
S00144857,3,8,7,31
S00144858,7,10,4,29
S00144859,32,28,21,1
S00144860,40,33,2,0
S00144861,23,11,12,4
S00144862,6,7,6,13
S00144863,7,6,5,42
S00144864,11,22,21,19
S00144865,15,18,12,0
S00144866,34,16,0,1
S00144867,34,41,2,0
S00144868,0,5,0,34
S00144869,28,20,1,0
S00144870,25,13,2,1
S00144871,29,7,3,0
S00144872,14,12,7,5
S00144873,13,17,19,15
S00144874,24,20,0,1
S00144875,27,22,2,0
S00144876,10,8,18,23
S00144877,13,6,14,13
S00144878,5,8,2,49
S00144879,52,22,6,0
S00144880,12,12,11,10
S00144881,7,4,6,36
S00144882,5,0,2,30
S00144883,35,11,1,1
S00144884,16,1,3,60
S00144885,27,19,1,5
S00144886,18,14,10,23
S00144887,20,16,22,7
S00144888,6,19,8,2
S00144889,35,14,1,0
S00144890,10,11,4,9
S00144891,36,12,2,1
S00144892,32,12,0,0
S00144893,38,31,9,0
S00144894,7,4,2,60
S00144895,1,1,5,23
S00144896,2,7,9,14
S00144897,17,9,17,17
S00144898,9,2,5,39
S00144899,34,17,5,1
S00144900,12,16,9,2
S00144901,33,21,4,1
S00144902,21,15,0,7
S00144903,1,3,0,49
S00144904,17,15,19,1
S00144905,38,15,0,1
S00144906,25,7,15,1
S00144907,26,13,0,1
S00144908,16,13,4,16
S00144909,24,29,5,4
S00144910,11,18,4,17
S00144911,4,0,2,34
S00144912,8,3,0,76
S00144913,7,3,2,44
S00144914,9,12,9,12
S00144915,22,18,1,0
S00144916,8,13,6,12
S00144917,10,20,9,2
S00144918,12,11,5,21
S00144919,13,17,6,22
S00144920,0,4,1,69
S00144921,8,8,13,28
S00144922,19,33,10,1
S00144923,24,19,1,0
S00144924,13,19,13,9
S00144925,4,4,3,63
S00144926,11,21,4,6
S00144927,16,11,6,5
S00144928,36,27,5,2
S00144929,30,25,7,1
S00144930,19,23,3,1
S00144931,26,11,7,1
S00144932,17,15,1,9
S00144933,28,18,1,0
S00144934,11,15,9,19
S00144935,2,1,0,42
S00144936,3,11,5,43
S00144937,21,16,2,2
S00144938,7,7,8,40
S00144939,27,20,3,0
S00144940,18,12,12,11
S00144941,3,5,5,59
S00144942,6,1,2,67
S00144943,4,20,23,16
S00144944,47,25,0,0
S00144945,22,23,2,0
S00144946,26,26,11,26
S00144947,21,22,6,1
S00144948,42,19,1,1
S00144949,18,17,7,26
S00144950,1,4,7,35
S00144951,20,17,1,2
S00144952,15,14,17,3
S00144953,11,21,7,12
S00144954,3,2,7,77
S00144955,37,16,7,9
S00144956,26,22,1,3
S00144957,3,14,8,13
S00144958,24,22,8,2
S00144959,0,6,7,18
S00144960,5,4,8,28
S00144961,4,10,9,26
S00144962,7,12,13,34
S00144963,14,24,1,13
S00144964,55,27,8,3
S00144965,12,21,8,1
S00144966,16,13,2,16
S00144967,18,22,8,7
S00144968,16,4,29,25
S00144969,34,9,8,1
S00144970,3,6,10,50
S00144971,33,18,1,2
S00144972,3,17,8,16
S00144973,16,17,7,5
S00144974,18,15,0,3
S00144975,21,26,5,3
S00144976,3,6,4,44
S00144977,3,8,4,19
S00144978,32,8,2,0
S00144979,17,12,4,3
S00144980,1,11,7,8
S00144981,3,18,10,30
S00144982,1,2,2,26
S00144983,16,11,17,3
S00144984,3,0,4,32
S00144985,9,6,6,34
S00144986,10,10,5,9
S00144987,6,32,1,1
S00144988,22,18,5,28
S00144989,4,29,6,2
S00144990,1,3,2,29
S00144991,32,22,1,0
S00144992,47,22,1,2
S00144993,16,11,3,1
S00144994,24,16,4,0
S00144995,1,10,16,18
S00144996,24,22,4,1
S00144997,35,17,1,0
S00144998,1,26,9,10
S00144999,20,6,1,10
S00145000,0,7,4,66
S00145001,28,21,2,0
S00145002,21,16,9,2
S00145003,18,13,7,35
S00145004,44,25,0,0
S00145005,3,2,6,44
S00145006,0,1,1,37
S00145007,49,23,4,0
S00145008,13,18,6,30
S00145009,10,17,4,10
S00145010,14,16,5,21
S00145011,18,15,6,12
S00145012,1,5,3,42
S00145013,16,31,7,4
S00145014,3,3,3,66
S00145015,8,0,3,63
S00145016,6,7,0,47
S00145017,19,19,5,2
S00145018,23,16,2,0
S00145019,10,16,13,28
S00145020,26,17,0,1
S00145021,10,14,3,16
S00145022,26,12,4,1
S00145023,8,12,6,19
S00145024,16,11,10,20
S00145025,38,9,1,1
S00145026,2,7,10,44
S00145027,18,9,5,2
S00145028,12,13,10,13
S00145029,11,23,2,15
S00145030,33,14,1,2
S00145031,41,30,3,0
S00145032,17,14,3,1
S00145033,8,18,5,28
S00145034,14,20,8,10
S00145035,2,1,4,59
S00145036,9,10,7,13
S00145037,33,12,2,1
S00145038,4,2,6,46
S00145039,23,13,1,1
S00145040,27,14,0,0
S00145041,14,13,7,7
S00145042,16,26,14,12
S00145043,31,13,3,2
S00145044,2,4,5,17
S00145045,29,25,3,0
S00145046,8,4,4,44
S00145047,44,18,5,0
S00145048,46,16,5,8
S00145049,25,22,3,1
S00145050,24,28,14,7
S00145051,27,20,4,1
S00145052,1,5,7,47
S00145053,2,13,4,28
S00145054,26,18,1,1
S00145055,29,6,3,1
S00145056,34,16,2,0
S00145057,0,0,10,46
S00145058,9,5,13,29
S00145059,21,28,1,1
S00145060,16,19,19,0
S00145061,33,13,3,9
S00145062,13,31,10,3
S00145063,33,11,2,1
S00145064,2,0,3,37
S00145065,17,25,4,1
S00145066,2,8,3,43
S00145067,29,7,1,0
S00145068,14,27,4,2
S00145069,14,14,0,0
S00145070,30,23,2,0
S00145071,2,2,2,34
S00145072,13,13,9,14
S00145073,28,15,0,1
S00145074,0,6,5,37
S00145075,22,21,4,0
S00145076,0,4,7,28
S00145077,13,25,9,12
S00145078,4,3,5,58
S00145079,4,1,3,43
S00145080,47,29,3,0
S00145081,22,16,1,1
S00145082,18,15,19,1
S00145083,29,33,3,1
S00145084,28,21,2,0
S00145085,21,13,4,9
S00145086,29,24,2,0
S00145087,16,16,1,1
S00145088,30,11,2,2
S00145089,25,17,1,1
S00145090,28,14,4,17
S00145091,29,13,0,0
S00145092,23,26,4,0
S00145093,5,10,11,55
S00145094,30,13,20,3
S00145095,29,23,3,0
S00145096,31,33,4,0
S00145097,29,10,4,8
S00145098,10,12,11,29
S00145099,18,14,0,1
S00145100,25,12,10,2
S00145101,11,16,5,15
S00145102,17,11,2,3
S00145103,35,12,4,5
S00145104,10,11,7,24
S00145105,35,16,2,1
S00145106,5,10,7,14
S00145107,2,5,61,3
S00145108,4,12,5,22
S00145109,15,14,11,4
S00145110,19,25,6,28
S00145111,4,3,16,27
S00145112,12,25,10,23
S00145113,34,26,1,1
S00145114,19,22,7,7
S00145115,31,17,0,1
S00145116,19,16,14,3
S00145117,39,18,4,1
S00145118,17,24,3,19
S00145119,34,16,3,2
S00145120,24,16,3,0
S00145121,18,21,1,0
S00145122,6,12,4,10
S00145123,27,21,0,0
S00145124,28,11,0,2
S00145125,31,18,7,3
S00145126,10,13,10,2
S00145127,8,10,12,5
S00145128,7,7,5,29
S00145129,21,31,9,2
S00145130,18,20,8,13
S00145131,12,11,13,1
S00145132,25,12,15,15
S00145133,1,3,5,26
S00145134,33,30,5,0
S00145135,2,1,4,70
S00145136,41,30,1,0
S00145137,11,7,12,23
S00145138,30,15,2,0
S00145139,29,20,10,29
S00145140,34,31,3,2
S00145141,37,17,2,2
S00145142,16,18,9,1
S00145143,17,20,1,4
S00145144,19,18,3,19
S00145145,28,12,1,5
S00145146,20,16,1,0
S00145147,23,14,31,3
S00145148,12,9,9,14
S00145149,5,11,5,43
S00145150,34,31,6,6
S00145151,36,17,17,10
S00145152,23,26,7,17
S00145153,31,30,1,0
S00145154,14,17,6,28
S00145155,31,20,4,1
S00145156,21,19,16,1
S00145157,23,20,2,1
S00145158,31,20,2,0
S00145159,20,22,13,4
S00145160,19,20,1,2
S00145161,9,18,2,10
S00145162,8,7,7,29
S00145163,13,17,14,2
S00145164,7,6,8,49
S00145165,10,14,5,21
S00145166,47,15,3,0
S00145167,33,28,4,0
S00145168,13,15,5,9
S00145169,18,10,18,14
S00145170,21,6,3,1
S00145171,24,21,15,2
S00145172,12,26,9,35
S00145173,34,17,1,2
S00145174,39,13,2,1
S00145175,17,21,11,2
S00145176,14,16,5,13
S00145177,13,13,6,13
S00145178,21,32,5,1
S00145179,10,22,1,0
S00145180,9,10,7,10
S00145181,36,6,3,3
S00145182,2,4,6,25
S00145183,19,12,1,1
S00145184,31,13,2,1
S00145185,40,24,3,1
S00145186,8,13,5,20
S00145187,20,20,7,8
S00145188,31,16,0,0
S00145189,12,14,6,1
S00145190,22,21,5,5
S00145191,27,14,2,1
S00145192,25,18,0,0
S00145193,19,17,3,37
S00145194,18,22,3,1
S00145195,13,23,17,3
S00145196,19,25,3,0
S00145197,26,18,0,16
S00145198,23,21,3,0
S00145199,12,20,3,17
S00145200,13,11,6,6
S00145201,8,17,4,8
S00145202,7,13,20,1
S00145203,19,20,10,2
S00145204,21,11,13,2
S00145205,32,15,0,0
S00145206,33,21,2,0
S00145207,8,5,5,30
S00145208,14,12,3,21
S00145209,29,15,6,2
S00145210,25,31,5,1
S00145211,20,9,3,0
S00145212,16,23,1,1
S00145213,19,18,4,12
S00145214,9,22,7,10
S00145215,34,9,2,1
S00145216,21,11,13,1
S00145217,11,6,2,42
S00145218,28,19,1,2
S00145219,27,16,15,1
S00145220,37,27,2,3
S00145221,36,18,5,6
S00145222,4,10,5,14
S00145223,18,10,7,11
S00145224,23,17,2,1
S00145225,18,15,0,0
S00145226,47,25,8,1
S00145227,20,15,14,16
S00145228,25,20,2,0
S00145229,13,16,9,12
S00145230,29,12,6,0
S00145231,14,18,13,5
S00145232,41,21,2,1
S00145233,19,21,2,0
S00145234,11,17,1,0
S00145235,7,29,18,9
S00145236,14,12,19,17
S00145237,18,22,2,18
S00145238,32,23,1,0
S00145239,19,19,5,7
S00145240,4,46,0,1
S00145241,29,20,8,3
S00145242,26,25,1,0
S00145243,10,16,9,38
S00145244,36,28,7,3
S00145245,4,7,10,12
S00145246,19,11,5,1
S00145247,8,29,16,23
S00145248,10,18,7,3
S00145249,6,8,4,17
S00145250,26,17,4,0
S00145251,2,0,3,47
S00145252,35,35,0,1
S00145253,1,18,19,49
S00145254,20,15,4,14
S00145255,17,12,5,6
S00145256,42,27,11,0
S00145257,10,43,1,2
S00145258,34,13,0,0
S00145259,52,24,1,1
S00145260,17,3,2,25
S00145261,27,29,10,5
S00145262,2,9,3,49
S00145263,30,24,2,0
S00145264,18,19,7,20
S00145265,34,21,1,2
S00145266,35,10,3,1
S00145267,1,1,0,46
S00145268,28,19,1,0
S00145269,46,26,10,0
S00145270,13,15,6,16
S00145271,21,25,0,1
S00145272,4,8,23,10
S00145273,19,16,2,1
S00145274,28,28,2,2
S00145275,7,25,2,9
S00145276,4,13,7,14
S00145277,19,32,13,4
S00145278,5,32,5,15
S00145279,15,13,12,35
S00145280,10,13,4,16
S00145281,21,28,4,13
S00145282,18,16,5,2
S00145283,29,19,0,3
S00145284,32,19,8,2
S00145285,23,17,1,0
S00145286,19,25,1,0
S00145287,28,15,4,17
S00145288,26,21,5,1
S00145289,19,23,3,13
S00145290,8,37,1,2
S00145291,34,39,0,0
S00145292,26,21,2,6
S00145293,14,12,9,0
S00145294,15,17,3,12
S00145295,16,21,10,10
S00145296,19,17,8,2
S00145297,12,23,6,25
S00145298,26,21,1,5
S00145299,32,29,10,3
S00145300,23,29,2,1
S00145301,13,18,0,2
S00145302,38,31,10,2
S00145303,10,5,3,28
S00145304,30,10,4,1
S00145305,35,28,0,0
S00145306,25,19,2,1
S00145307,2,2,2,68
S00145308,23,21,1,22
S00145309,20,10,0,0
S00145310,4,25,13,19
S00145311,16,20,4,1
S00145312,24,19,2,1
S00145313,30,15,0,0
S00145314,14,24,19,31
S00145315,36,9,3,3
S00145316,13,14,2,12
S00145317,0,0,1,56
S00145318,24,9,0,1
S00145319,39,25,2,1
S00145320,8,9,4,23
S00145321,20,15,3,1
S00145322,27,17,0,0
S00145323,12,14,6,5
S00145324,12,11,9,2
S00145325,17,19,4,2
S00145326,11,10,6,3
S00145327,19,22,21,7
S00145328,39,13,0,2
S00145329,32,12,2,1
S00145330,31,13,0,1
S00145331,16,26,9,0
S00145332,36,15,1,1
S00145333,43,22,3,0
S00145334,34,34,5,2
S00145335,8,11,6,29
S00145336,4,7,29,4
S00145337,22,14,1,4
S00145338,3,3,33,3
S00145339,6,40,2,0
S00145340,16,14,1,2
S00145341,13,12,8,20
S00145342,15,25,7,21
S00145343,24,36,6,1
S00145344,25,16,3,1
S00145345,16,20,5,2
S00145346,16,16,3,12
S00145347,16,16,5,2
S00145348,29,14,3,0
S00145349,20,12,4,1
S00145350,11,28,8,14
S00145351,34,18,1,0
S00145352,27,21,0,2
S00145353,1,12,3,20
S00145354,20,16,6,1
S00145355,24,6,2,3
S00145356,11,22,7,6
S00145357,26,15,8,1
S00145358,32,15,1,1
S00145359,5,9,54,2
S00145360,30,13,1,0
S00145361,35,15,0,1
S00145362,17,20,0,0
S00145363,0,3,10,26
S00145364,10,36,2,0
S00145365,23,17,1,0
S00145366,20,20,1,14
S00145367,12,38,10,13
S00145368,25,14,2,0
S00145369,6,26,2,16
S00145370,28,12,1,1
S00145371,40,14,0,1
S00145372,36,24,1,2
S00145373,11,14,5,7
S00145374,8,15,8,43
S00145375,30,29,1,3
S00145376,9,6,9,61
S00145377,32,29,0,1
S00145378,30,22,2,0
S00145379,12,13,4,23
S00145380,44,17,0,1
S00145381,4,37,2,11
S00145382,37,22,5,26
S00145383,8,28,5,0
S00145384,14,25,0,0
S00145385,3,39,2,5
S00145386,43,16,5,1
S00145387,44,29,1,1
S00145388,51,18,2,0
S00145389,24,9,2,2
S00145390,9,8,2,34
S00145391,38,30,2,0
S00145392,51,11,3,2
S00145393,12,12,8,25
S00145394,30,10,2,0
S00145395,24,28,5,1
S00145396,26,23,1,1
S00145397,10,10,4,10
S00145398,7,3,5,67
S00145399,15,20,0,1
S00145400,25,18,1,2
S00145401,33,18,0,0
S00145402,26,16,7,2
S00145403,22,19,1,0
S00145404,20,6,1,21
S00145405,37,8,2,0
S00145406,19,35,5,1
S00145407,17,21,6,36
S00145408,12,18,1,11
S00145409,41,13,2,1
S00145410,17,52,2,0
S00145411,25,15,0,0
S00145412,18,5,5,16
S00145413,17,20,1,1
S00145414,25,20,5,1
S00145415,4,8,6,40
S00145416,18,30,8,10
S00145417,24,18,6,0
S00145418,26,16,0,0
S00145419,41,21,3,0
S00145420,31,49,7,2
S00145421,26,15,2,4
S00145422,22,47,3,2
S00145423,12,15,1,0
S00145424,16,22,4,1
S00145425,27,19,3,10
S00145426,28,15,2,0
S00145427,7,38,1,5
S00145428,25,10,4,1
S00145429,30,11,1,0
S00145430,31,20,2,0
S00145431,38,9,4,0
S00145432,0,34,5,7
S00145433,4,10,5,47
S00145434,37,17,0,1
S00145435,31,26,2,1
S00145436,28,12,1,1
S00145437,25,24,7,3
S00145438,30,11,0,7
S00145439,5,10,0,40
S00145440,9,24,10,10
S00145441,14,41,9,1
S00145442,27,22,1,2
S00145443,19,13,7,0
S00145444,25,22,4,25
S00145445,28,26,4,2
S00145446,23,13,4,2
S00145447,17,14,3,5
S00145448,29,16,1,0
S00145449,6,33,7,4
S00145450,15,17,3,2
S00145451,9,25,9,19
S00145452,32,17,1,1
S00145453,26,15,0,1
S00145454,22,20,5,11
S00145455,33,15,0,1
S00145456,28,20,0,2
S00145457,4,39,1,5
S00145458,11,50,1,0
S00145459,30,19,0,2
S00145460,10,11,3,15
S00145461,6,33,2,0
S00145462,20,23,0,8
S00145463,15,18,3,9
S00145464,16,21,2,11
S00145465,22,21,0,1
S00145466,26,17,1,2
S00145467,5,6,4,22
S00145468,39,26,4,0
S00145469,16,21,5,3
S00145470,9,10,7,51
S00145471,27,28,0,2
S00145472,17,35,6,10
S00145473,6,4,1,39
S00145474,14,12,12,1
S00145475,39,14,1,0
S00145476,39,25,3,7
S00145477,28,21,1,0
S00145478,31,27,3,1
S00145479,6,46,4,1
S00145480,28,27,2,0
S00145481,15,42,3,0
S00145482,8,23,4,17
S00145483,21,27,7,5
S00145484,37,12,1,1
S00145485,3,31,0,0
S00145486,38,16,0,1
S00145487,22,21,1,1
S00145488,2,14,6,35
S00145489,15,21,7,48
S00145490,14,17,3,17
S00145491,22,15,0,1
S00145492,23,25,7,15
S00145493,8,8,5,37
S00145494,10,39,0,0
S00145495,10,10,9,0
S00145496,2,7,6,37
S00145497,20,12,1,2
S00145498,5,43,3,10
S00145499,5,12,5,7
S00145500,10,48,2,12
S00145501,12,43,3,0
S00145502,10,20,0,0
S00145503,18,28,7,9
S00145504,1,55,2,2
S00145505,3,16,8,14
S00145506,13,16,2,2
S00145507,25,25,3,0
S00145508,20,21,1,0
S00145509,16,14,6,38
S00145510,28,28,1,1
S00145511,8,24,7,12
S00145512,28,22,2,1
S00145513,13,18,5,7
S00145514,17,15,7,5
S00145515,5,40,2,0
S00145516,21,21,3,0
S00145517,4,28,1,1
S00145518,10,5,4,46
S00145519,0,7,17,36
S00145520,39,18,0,1
S00145521,18,16,5,3
S00145522,6,30,1,0
S00145523,24,17,1,0
S00145524,18,19,4,3
S00145525,4,16,2,11
S00145526,30,19,1,9
S00145527,15,39,0,0
S00145528,12,16,3,15
S00145529,30,13,1,0
S00145530,16,17,20,6
S00145531,6,65,3,3
S00145532,31,24,6,18
S00145533,0,30,0,2
S00145534,17,40,6,11
S00145535,13,40,3,3
S00145536,43,12,1,1
S00145537,26,16,1,2
S00145538,31,20,0,1
S00145539,8,10,1,19
S00145540,4,21,9,6
S00145541,3,51,2,1
S00145542,24,48,6,3
S00145543,5,46,4,1
S00145544,55,32,0,1
S00145545,19,13,3,3
S00145546,3,29,8,29
S00145547,11,58,0,2
S00145548,6,37,11,6
S00145549,42,22,2,2
S00145550,35,16,2,2
S00145551,12,8,12,3
S00145552,25,21,1,0
S00145553,25,29,1,3
S00145554,19,21,17,4
S00145555,31,14,0,0
S00145556,21,8,6,8
S00145557,39,20,0,3
S00145558,15,25,7,1
S00145559,7,8,6,16
S00145560,19,16,1,1
S00145561,14,22,3,9
S00145562,29,12,0,2
S00145563,18,26,6,9
S00145564,37,17,2,2
S00145565,26,31,8,1
S00145566,15,8,6,5
S00145567,12,17,0,0
S00145568,14,15,7,15
S00145569,19,15,3,12
S00145570,42,21,2,0
S00145571,15,20,3,6
S00145572,10,16,1,4
S00145573,19,19,4,2
S00145574,41,18,0,0
S00145575,44,22,6,0
S00145576,48,25,1,3
S00145577,29,25,0,1
S00145578,34,33,5,11
S00145579,37,17,8,1
S00145580,39,16,2,1
S00145581,37,21,8,2
S00145582,32,8,3,0
S00145583,32,15,2,0
S00145584,26,11,9,1
S00145585,36,23,14,3
S00145586,30,13,0,10
S00145587,21,13,1,2
S00145588,30,19,7,0
S00145589,30,15,3,3
S00145590,48,24,5,3
S00145591,35,26,2,0
S00145592,28,15,3,0
S00145593,29,8,1,0
S00145594,13,18,3,0
S00145595,31,32,3,0
S00145596,26,20,5,5
S00145597,42,27,1,2
S00145598,30,18,2,8
S00145599,23,8,0,7
S00145600,29,22,7,4
S00145601,22,12,11,5
S00145602,13,9,2,2
S00145603,36,33,5,3
S00145604,35,20,2,0
S00145605,19,36,2,2
S00145606,28,18,4,1
S00145607,20,16,10,19
S00145608,26,11,3,0
S00145609,25,7,3,30
S00145610,19,18,4,20
S00145611,20,11,8,6
S00145612,17,16,2,1
S00145613,33,12,1,1
S00145614,42,14,0,2
S00145615,8,10,5,7
S00145616,30,24,1,2
S00145617,41,21,4,1
S00145618,36,25,0,4
S00145619,36,10,0,0
S00145620,26,16,6,25
S00145621,27,9,10,0
S00145622,27,17,4,10
S00145623,22,12,2,9
S00145624,29,19,2,1
S00145625,18,15,4,22
S00145626,9,5,8,37
S00145627,30,21,2,1
S00145628,35,22,4,20
S00145629,44,26,6,2
S00145630,30,16,9,15
S00145631,12,13,4,25
S00145632,31,18,2,4
S00145633,16,30,1,3
S00145634,15,8,4,30
S00145635,15,15,6,6
S00145636,25,13,2,0
S00145637,29,12,0,2
S00145638,14,10,4,1
S00145639,13,10,2,20
S00145640,21,9,2,13
S00145641,25,6,2,0
S00145642,13,17,3,9
S00145643,32,15,11,10
S00145644,30,14,2,1
S00145645,27,10,4,2
S00145646,27,11,10,5
S00145647,23,12,0,18
S00145648,22,17,2,21
S00145649,26,18,1,3
S00145650,15,14,2,10
S00145651,15,7,16,15
S00145652,25,16,6,1
S00145653,40,21,1,0
S00145654,15,12,2,19
S00145655,37,20,0,1
S00145656,15,16,3,16
S00145657,10,7,28,20
S00145658,8,7,2,24
S00145659,42,9,0,4
S00145660,13,7,1,45
S00145661,19,13,3,1
S00145662,17,12,0,7
S00145663,15,16,5,11
S00145664,26,18,2,14
S00145665,28,9,2,3
S00145666,37,23,9,9
S00145667,8,13,12,8
S00145668,26,10,6,6
S00145669,4,6,13,13
S00145670,8,13,13,18
S00145671,28,7,9,11
S00145672,11,11,26,30
S00145673,14,10,3,18
S00145674,6,10,10,33
S00145675,19,10,1,24
S00145676,17,10,7,24
S00145677,15,15,3,34
S00145678,5,8,16,33
S00145679,10,20,17,23
S00145680,10,7,9,18
S00145681,24,13,6,9
S00145682,8,16,3,17
S00145683,17,10,18,6
S00145684,6,34,1,1
S00145685,23,21,8,21
S00145686,12,9,15,2
S00145687,23,10,4,16
S00145688,30,19,2,19
S00145689,24,22,8,6
S00145690,11,32,0,2
S00145691,9,10,15,8
S00145692,29,16,9,4
S00145693,23,25,1,4
S00145694,20,17,1,8
S00145695,17,6,6,16
S00145696,24,19,4,4
S00145697,13,6,12,19
S00145698,25,4,0,12
S00145699,17,13,8,18
S00145700,17,16,1,33
S00145701,17,11,14,9
S00145702,12,10,0,7
S00145703,25,27,0,9
S00145704,11,23,7,3
S00145705,33,11,2,0
S00145706,9,14,6,52
S00145707,14,10,5,19
S00145708,22,17,2,4
S00145709,27,10,7,12
S00145710,18,16,9,10
S00145711,24,24,1,2
S00145712,14,17,3,27
S00145713,23,15,2,0
S00145714,22,20,9,13
S00145715,35,17,9,8
S00145716,3,6,4,23
S00145717,4,9,7,36
S00145718,12,13,1,8
S00145719,7,7,0,34
S00145720,20,9,1,1
S00145721,20,10,0,17
