areacode,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize_6,hhsize_7,hhsize_8
S00138509,5,23,15,7,2,2,0,1
S00138510,19,26,24,10,1,2,0,1
S00138511,20,28,12,15,3,0,0,1
S00138512,13,18,4,4,2,1,0,0
S00138513,14,9,27,16,2,1,0,0
S00138514,12,11,8,9,4,0,0,0
S00138515,21,37,6,8,4,1,0,0
S00138516,16,25,6,3,0,1,0,0
S00138517,12,16,9,10,6,0,0,2
S00138518,10,12,6,6,1,2,0,0
S00138519,11,20,10,14,1,0,0,0
S00138520,8,22,8,9,2,2,0,1
S00138521,10,10,6,6,3,0,1,0
S00138522,7,18,3,8,0,0,0,0
S00138523,8,20,6,3,0,0,1,0
S00138524,10,12,5,3,0,1,1,0
S00138525,33,15,4,4,0,1,0,0
S00138526,5,11,8,14,1,0,0,0
S00138527,12,20,5,6,0,0,0,0
S00138528,7,27,11,7,0,0,0,0
S00138529,13,20,12,15,1,0,0,0
S00138530,35,15,0,1,1,0,0,0
S00138531,12,14,3,7,0,1,1,0
S00138532,12,33,10,4,2,1,0,0
S00138533,7,27,7,9,3,0,0,0
S00138534,13,20,11,9,1,0,0,0
S00138535,14,20,11,14,1,2,1,1
S00138536,12,11,11,20,3,1,0,0
S00138537,12,18,7,7,4,0,0,0
S00138538,9,28,3,13,3,3,1,0
S00138539,6,24,11,19,2,0,0,0
S00138540,10,27,12,10,5,2,1,0
S00138541,13,32,9,14,2,1,0,0
S00138542,11,17,4,7,3,0,0,0
S00138543,10,15,8,7,2,0,1,0
S00138544,10,30,2,11,1,0,0,0
S00138545,10,8,8,8,2,0,0,0
S00138546,21,35,12,8,0,0,1,0
S00138547,25,23,16,9,5,1,0,0
S00138548,8,16,2,8,5,1,0,0
S00138549,1,10,11,11,2,0,2,0
S00138550,11,27,9,4,1,0,2,0
S00138551,20,18,9,5,2,1,1,0
S00138552,3,14,6,14,4,1,0,1
S00138553,7,20,10,9,2,1,0,1
S00138554,3,19,11,5,0,0,0,1
S00138555,5,15,5,3,2,1,0,0
S00138556,10,29,9,9,8,1,1,0
S00138557,19,27,7,10,0,0,0,1
S00138558,34,17,3,4,2,0,0,0
S00138559,17,39,13,7,1,0,0,0
S00138560,22,39,11,10,3,0,0,0
S00138561,14,28,9,12,3,0,0,1
S00138562,6,17,11,13,3,1,0,0
S00138563,26,20,3,11,2,1,0,0
S00138564,10,30,13,12,1,0,1,1
S00138565,10,10,7,3,2,1,0,0
S00138566,10,13,7,3,1,1,1,0
S00138567,14,33,7,10,1,2,0,2
S00138568,9,16,3,4,0,0,0,0
S00138569,20,27,16,9,4,0,0,0
S00138570,9,25,15,19,7,3,2,0
S00138571,3,19,15,9,7,2,1,0
S00138572,19,37,13,6,3,1,1,0
S00138573,23,18,15,6,6,0,1,0
S00138574,13,31,11,10,1,2,0,0
S00138575,6,25,6,12,0,1,1,0
S00138576,5,18,15,8,3,2,1,1
S00138577,7,13,1,8,3,0,0,0
S00138578,47,16,7,7,1,0,0,1
S00138579,13,35,13,10,3,1,2,1
S00138580,32,18,8,6,0,0,0,1
S00138581,9,13,12,2,1,1,2,0
S00138582,24,19,4,3,0,0,1,0
S00138583,25,24,11,6,1,0,0,0
S00138584,28,19,13,9,3,1,1,1
S00138585,6,15,8,12,0,1,0,1
S00138586,32,24,6,0,0,0,0,1
S00138587,8,21,9,5,2,0,0,2
S00138588,15,19,5,2,7,1,0,0
S00138589,15,37,8,7,2,1,1,1
S00138590,16,19,11,10,1,1,0,1
S00138591,13,24,9,3,1,2,0,0
S00138592,15,12,5,2,2,1,0,0
S00138593,13,27,9,10,1,2,2,1
S00138594,23,27,6,17,0,0,0,0
S00138595,9,17,10,14,2,0,0,0
S00138596,45,14,6,1,0,0,0,0
S00138597,29,31,7,7,2,0,1,0
S00138598,12,6,7,3,0,2,1,0
S00138599,53,18,3,0,3,0,0,0
S00138600,11,18,12,5,2,1,1,1
S00138601,7,23,9,7,3,1,0,1
S00138602,19,19,7,6,2,0,0,0
S00138603,18,14,3,6,2,0,0,0
S00138604,3,11,14,14,2,0,0,0
S00138605,1,16,18,16,7,0,0,1
S00138606,19,20,5,4,4,0,0,0
S00138607,6,16,2,1,1,1,0,0
S00138608,24,15,5,2,0,3,0,1
S00138609,7,8,11,11,4,0,0,0
S00138610,19,15,7,11,2,1,0,0
S00138611,13,16,6,5,0,2,0,1
S00138612,11,16,6,4,0,0,0,0
S00138613,23,21,7,10,3,0,0,0
S00138614,0,8,11,21,8,0,0,1
S00138615,11,32,8,8,2,0,0,0
S00138616,6,16,9,5,0,0,1,1
S00138617,6,16,13,17,3,0,0,1
S00138618,7,19,5,0,0,1,2,1
S00138619,17,25,9,5,2,0,1,0
S00138620,5,7,11,7,5,1,0,2
S00138621,4,8,7,8,1,0,0,1
S00138622,29,29,7,7,0,0,0,0
S00138623,19,24,6,4,1,2,0,0
S00138624,24,11,4,4,2,0,0,0
S00138625,17,15,9,11,1,2,1,1
S00138626,10,17,9,4,3,0,0,0
S00138627,18,15,5,3,1,0,0,0
S00138628,43,12,0,0,2,0,0,0
S00138629,16,14,10,5,1,1,0,0
S00138630,20,17,8,2,2,1,0,0
S00138631,13,32,3,4,5,4,0,0
S00138632,13,13,12,11,3,0,3,0
S00138633,23,8,4,4,0,1,1,1
S00138634,17,12,5,7,4,3,1,0
S00138635,3,28,3,9,1,0,1,1
S00138636,4,12,13,11,0,0,0,0
S00138637,6,27,3,1,1,0,1,0
S00138638,17,17,3,10,1,0,0,0
S00138639,10,20,6,2,2,0,1,0
S00138640,26,10,6,3,1,0,2,0
S00138641,4,14,14,19,0,2,1,0
S00138642,22,23,8,2,0,1,0,0
S00138643,21,21,3,10,0,0,0,0
S00138644,17,22,2,3,0,0,0,0
S00138645,29,39,9,3,3,0,0,0
S00138646,13,27,8,8,2,0,0,0
S00138647,7,38,5,9,4,1,0,0
S00138648,14,12,12,5,1,1,1,1
S00138649,3,12,14,13,2,1,0,0
S00138650,9,8,13,19,6,0,0,1
S00138651,22,17,5,4,0,0,1,0
S00138652,13,35,1,8,1,0,0,0
S00138653,27,26,5,9,4,0,0,0
S00138654,20,27,8,12,1,0,0,2
S00138655,32,20,1,8,3,0,0,0
S00138656,4,13,12,13,4,0,0,2
S00138657,8,14,16,36,6,0,0,0
S00138658,13,16,1,5,1,0,0,0
S00138659,10,34,4,7,1,0,1,1
S00138660,7,22,7,8,4,0,0,1
S00138661,11,28,8,3,0,1,0,0
S00138662,8,29,7,11,2,1,0,0
S00138663,4,7,10,14,1,1,1,0
S00138664,27,24,14,3,0,0,0,0
S00138665,15,20,14,15,2,2,1,0
S00138666,29,10,6,0,0,0,0,1
S00138667,6,13,8,10,1,0,0,1
S00138668,10,20,10,18,3,0,0,0
S00138669,22,30,4,8,3,2,0,0
S00138670,19,18,14,18,1,0,0,0
S00138671,14,19,6,0,1,0,1,0
S00138672,6,20,11,16,5,1,0,0
S00138673,8,16,12,13,9,0,0,1
S00138674,9,19,3,5,7,0,1,1
S00138675,7,16,6,2,2,0,0,1
S00138676,11,20,7,7,1,0,0,0
S00138677,6,12,12,28,1,0,0,0
S00138678,16,24,4,7,1,0,0,0
S00138679,7,30,15,27,5,3,1,0
S00138680,22,22,8,0,2,1,0,0
S00138681,4,10,8,16,4,0,0,0
S00138682,16,15,6,7,0,0,2,0
S00138683,5,24,4,5,2,0,0,1
S00138684,5,5,10,17,1,0,0,1
S00138685,7,6,12,3,2,2,0,0
S00138686,17,20,8,8,3,1,0,2
S00138687,12,20,4,7,2,0,0,0
S00138688,15,18,6,11,2,1,1,2
S00138689,23,21,3,11,8,0,0,1
S00138690,10,17,6,7,4,2,0,1
S00138691,7,13,15,2,2,0,0,0
S00138692,8,15,3,7,1,0,0,0
S00138693,5,19,9,7,5,4,0,0
S00138694,32,22,4,5,0,0,0,2
S00138695,12,18,11,5,3,1,0,0
S00138696,9,27,7,1,3,1,1,0
S00138697,14,33,13,10,4,0,0,1
S00138698,3,9,13,19,5,1,0,0
S00138699,7,22,7,8,1,1,0,1
S00138700,14,25,5,5,2,1,0,0
S00138701,5,10,22,8,3,0,0,0
S00138702,6,13,19,29,8,2,0,0
S00138703,13,18,10,10,3,5,1,0
S00138704,6,20,21,19,4,1,0,0
S00138705,6,8,20,22,7,0,0,0
S00138706,8,21,11,7,0,0,1,0
S00138707,5,17,6,12,3,2,1,1
S00138708,14,37,3,7,3,1,2,0
S00138709,31,33,1,4,0,1,0,1
S00138710,10,21,12,18,0,2,1,1
S00138711,8,14,5,20,2,0,0,1
S00138712,14,20,2,6,1,1,1,1
S00138713,14,15,8,0,6,2,1,1
S00138714,12,21,18,10,0,0,0,0
S00138715,2,10,16,20,2,0,0,1
S00138716,19,19,6,11,2,0,0,2
S00138717,14,18,11,7,3,0,0,0
S00138718,20,20,12,8,0,1,0,2
S00138719,8,14,10,7,4,1,0,0
S00138720,10,17,6,4,0,0,0,0
S00138721,3,6,9,5,4,1,1,1
S00138722,15,28,6,12,1,0,0,0
S00138723,9,26,8,13,3,0,2,0
S00138724,10,20,4,6,2,0,1,0
S00138725,13,10,7,11,4,1,0,1
S00138726,10,28,14,15,2,1,0,0
S00138727,16,27,13,17,4,1,1,0
S00138728,12,29,10,17,3,1,3,0
S00138729,5,19,9,5,0,0,0,1
S00138730,7,17,7,2,3,0,0,2
S00138731,5,4,6,9,2,0,0,1
S00138732,17,21,8,8,3,0,0,0
S00138733,1,14,2,5,3,1,0,0
S00138734,7,15,6,5,5,1,0,0
S00138735,1,16,14,4,5,1,0,1
S00138736,6,29,5,7,1,0,0,1
S00138737,12,26,8,10,0,0,0,1
S00138738,10,22,3,9,2,1,0,0
S00138739,20,27,21,17,3,0,1,0
S00138740,16,10,3,5,3,2,1,0
S00138741,18,20,8,4,4,0,0,0
S00138742,17,30,6,6,1,0,0,0
S00138743,20,24,10,8,3,0,0,1
S00138744,17,32,15,8,1,1,0,0
S00138745,10,25,6,8,0,0,0,1
S00138746,9,14,15,16,0,0,0,0
S00138747,6,29,13,19,4,2,1,0
S00138748,7,34,12,9,4,1,0,0
S00138749,10,34,9,14,1,0,0,0
S00138750,19,25,9,8,2,0,0,0
S00138751,5,34,13,20,5,1,0,0
S00138752,11,50,5,10,0,0,0,1
S00138753,23,18,3,2,1,2,1,0
S00138754,3,11,14,28,10,0,0,0
S00138755,11,19,7,10,5,1,1,0
S00138756,4,3,10,17,9,1,0,0
S00138757,2,11,5,27,5,0,0,2
S00138758,13,24,4,6,1,0,0,0
S00138759,6,14,5,5,1,0,1,1
S00138760,12,13,7,9,4,0,1,0
S00138761,7,13,5,9,6,0,0,2
S00138762,12,18,7,7,2,1,0,0
S00138763,10,28,10,11,1,1,1,0
S00138764,3,7,8,17,4,1,1,0
S00138765,15,31,8,7,2,0,0,0
S00138766,5,18,9,12,2,0,0,1
S00138767,4,37,15,21,3,1,0,0
S00138768,10,16,6,5,3,0,0,1
S00138769,6,10,15,15,3,0,0,0
S00138770,12,28,9,12,1,0,0,2
S00138771,17,38,8,3,0,0,0,0
S00138772,11,11,10,9,0,1,0,0
S00138773,29,16,4,2,0,0,1,0
S00138774,19,13,5,6,1,0,1,0
S00138775,12,18,8,10,0,1,1,0
S00138776,21,27,13,8,1,1,0,1
S00138777,24,28,5,6,2,1,0,1
S00138778,20,14,14,17,2,1,1,0
S00138779,8,19,6,6,0,0,0,1
S00138780,19,31,11,7,2,0,0,0
S00138781,6,27,7,4,2,0,0,0
S00138782,9,20,4,8,1,0,0,0
S00138783,14,24,5,4,0,0,2,1
S00138784,34,14,2,2,1,2,1,0
S00138785,6,21,7,5,2,0,0,0
S00138786,14,21,5,6,1,3,0,0
S00138787,18,26,9,10,4,1,0,0
S00138788,17,22,1,1,0,0,1,0
S00138789,22,14,4,3,0,0,0,0
S00138790,8,27,9,10,2,1,0,0
S00138791,28,13,11,6,1,1,0,0
S00138792,27,37,6,11,1,3,0,0
S00138793,6,14,9,21,1,0,2,0
S00138794,9,29,3,11,4,0,0,0
S00138795,22,20,5,3,3,1,0,0
S00138796,5,23,11,17,5,1,0,0
S00138797,24,31,8,11,0,0,2,0
S00138798,12,45,16,12,4,0,0,0
S00138799,24,23,6,9,1,0,0,0
S00138800,17,27,5,5,3,2,0,0
S00138801,11,17,10,14,0,1,0,0
S00138802,17,30,8,8,1,1,1,2
S00138803,7,31,12,12,7,0,1,0
S00138804,42,25,7,3,0,0,0,0
S00138805,8,30,21,14,3,0,0,0
S00138806,8,22,10,11,4,2,0,1
S00138807,19,14,3,2,0,0,1,0
S00138808,29,22,7,4,0,0,0,1
S00138809,37,28,3,5,1,0,2,0
S00138810,21,23,8,9,1,1,2,1
S00138811,7,12,4,3,2,0,1,0
S00138812,23,30,11,6,1,1,0,1
S00138813,29,17,11,8,2,1,0,0
S00138814,29,11,6,5,2,0,0,0
S00138815,11,18,5,7,1,0,1,0
S00138816,13,21,5,15,3,0,0,0
S00138817,17,37,6,7,0,0,0,2
S00138818,28,19,13,7,0,0,0,0
S00138819,7,18,9,18,4,2,0,0
S00138820,21,12,2,1,0,0,0,2
S00138821,14,17,5,1,1,0,0,2
S00138822,17,15,3,2,1,0,3,0
S00138823,30,19,6,3,1,0,0,0
S00138824,12,13,9,8,1,1,1,0
S00138825,12,17,8,4,0,0,0,0
S00138826,5,22,13,23,5,3,1,0
S00138827,9,10,13,19,1,1,1,0
S00138828,4,16,12,18,2,0,0,0
S00138829,27,22,6,1,3,0,0,0
S00138830,21,26,14,11,2,1,1,0
S00138831,12,21,14,11,5,0,2,0
S00138832,13,10,4,11,1,0,0,0
S00138833,6,15,8,22,4,0,1,1
S00138834,12,13,3,3,0,0,0,0
S00138835,11,6,8,8,0,0,0,0
S00138836,8,14,18,26,3,0,1,0
S00138837,18,26,11,1,1,0,0,0
S00138838,2,12,12,20,1,1,0,0
S00138839,29,23,4,6,1,0,1,1
S00138840,39,16,6,4,4,1,1,0
S00138841,3,9,10,21,4,0,0,0
S00138842,21,16,5,11,3,0,0,1
S00138843,19,31,4,4,3,2,0,0
S00138844,17,33,15,5,2,0,0,0
S00138845,14,22,11,6,1,0,1,0
S00138846,14,33,8,8,5,0,1,0
S00138847,12,10,3,9,0,0,0,0
S00138848,12,11,6,3,1,0,0,0
S00138849,10,21,1,2,3,0,1,0
S00138850,26,12,4,6,0,0,1,0
S00138851,26,23,6,15,5,0,0,1
S00138852,15,32,7,6,4,2,0,0
S00138853,23,9,11,5,1,1,0,0
S00138854,23,14,5,5,3,2,0,0
S00138855,19,29,7,6,1,1,0,0
S00138856,15,26,6,20,2,1,0,0
S00138857,22,9,6,4,2,1,1,0
S00138858,14,21,8,13,5,1,0,1
S00138859,29,24,3,8,1,0,0,1
S00138860,8,11,5,4,3,1,2,2
S00138861,12,25,16,6,3,1,2,0
S00138862,11,28,25,14,4,1,0,0
S00138863,11,27,5,5,1,0,0,1
S00138864,9,15,8,9,0,0,0,1
S00138865,12,13,6,6,2,0,1,1
S00138866,8,17,11,4,3,0,0,0
S00138867,8,32,13,18,1,0,0,0
S00138868,10,21,5,4,1,0,0,0
S00138869,11,19,8,9,0,0,0,0
S00138870,16,16,12,10,1,0,1,0
S00138871,14,20,4,6,0,0,0,0
S00138872,7,28,11,15,5,2,1,1
S00138873,14,19,11,5,1,0,1,1
S00138874,24,30,11,7,2,0,0,1
S00138875,15,21,6,7,1,0,1,0
S00138876,29,19,16,12,5,1,1,0
S00138877,7,9,4,11,2,2,1,1
S00138878,7,18,4,0,4,0,2,0
S00138879,15,11,7,4,1,0,0,0
S00138880,8,18,4,2,2,1,2,1
S00138881,5,13,4,10,4,0,0,1
S00138882,6,11,5,7,0,0,0,3
S00138883,7,12,12,2,1,1,0,0
S00138884,0,13,4,10,1,1,0,0
S00138885,13,25,12,5,4,0,0,0
S00138886,4,11,8,5,2,1,0,0
S00138887,12,23,9,17,3,1,0,2
S00138888,4,15,7,10,2,0,0,0
S00138889,21,18,5,6,0,1,0,0
S00138890,8,12,6,1,1,2,1,0
S00138891,4,11,6,5,3,1,0,1
S00138892,8,15,4,3,0,0,0,0
S00138893,8,28,8,7,1,1,1,0
S00138894,21,22,8,12,1,0,0,0
S00138895,14,10,4,8,2,0,0,0
S00138896,3,12,4,2,3,0,0,1
S00138897,8,26,13,23,5,0,0,0
S00138898,12,25,9,8,4,3,1,0
S00138899,8,13,5,1,2,1,0,0
S00138900,10,22,7,12,3,1,0,0
S00138901,11,20,6,9,3,1,0,1
S00138902,29,35,9,4,1,2,0,1
S00138903,17,36,13,6,1,1,0,0
S00138904,0,7,6,16,2,1,0,0
S00138905,7,22,14,21,1,1,0,1
S00138906,10,24,5,6,6,0,1,0
S00138907,11,24,12,7,5,1,0,0
S00138908,15,29,7,4,5,0,0,0
S00138909,36,26,6,9,2,0,0,0
S00138910,10,28,15,8,4,1,0,0
S00138911,4,18,10,3,4,0,0,0
S00138912,17,21,4,3,1,2,0,0
S00138913,1,13,10,8,1,0,1,1
S00138914,13,34,9,11,8,2,0,0
S00138915,13,27,9,23,2,4,1,0
S00138916,5,15,4,8,2,1,0,0
S00138917,27,17,4,1,0,0,0,2
S00138918,36,21,15,2,1,1,0,1
S00138919,13,19,7,15,3,2,0,0
S00138920,16,13,1,3,0,1,1,0
S00138921,11,13,10,12,7,0,0,1
S00138922,19,24,3,2,2,0,0,1
S00138923,12,16,2,3,2,0,1,2
S00138924,10,35,8,10,3,2,1,0
S00138925,12,23,6,6,1,0,0,0
S00138926,13,8,7,0,4,0,0,0
S00138927,5,12,9,9,0,1,0,0
S00138928,7,21,7,8,1,1,0,0
S00138929,17,12,6,5,1,0,0,0
S00138930,7,17,12,11,2,0,1,1
S00138931,10,18,3,2,3,0,0,0
S00138932,19,39,5,8,1,1,2,0
S00138933,42,4,0,7,1,0,0,0
S00138934,9,11,5,5,0,0,2,0
S00138935,14,19,4,9,1,0,3,0
S00138936,43,7,1,3,1,0,0,2
S00138937,7,22,6,15,2,0,1,1
S00138938,11,7,4,11,2,1,0,3
S00138939,7,25,8,10,1,0,0,0
S00138940,6,24,24,11,3,1,0,1
S00138941,17,16,8,8,4,2,0,3
S00138942,50,20,2,3,0,1,0,0
S00138943,11,12,19,13,1,0,0,0
S00138944,12,12,5,3,0,1,0,0
S00138945,22,28,6,4,2,1,0,0
S00138946,8,19,6,3,1,2,1,0
S00138947,5,20,7,5,0,1,0,1
S00138948,12,19,6,7,0,1,0,1
S00138949,6,21,22,14,4,5,4,0
S00138950,12,20,6,0,0,2,0,0
S00138951,2,13,12,33,9,1,1,0
S00138952,2,6,14,16,2,0,0,0
S00138953,0,10,13,11,8,0,1,0
S00138954,5,14,16,13,4,1,1,0
S00138955,1,7,5,12,12,2,0,1
S00138956,11,20,21,16,2,1,0,0
S00138957,12,37,6,7,4,0,0,0
S00138958,3,9,10,13,5,0,1,0
S00138959,5,14,13,18,2,0,0,0
S00138960,12,16,5,4,1,0,0,0
S00138961,13,34,7,12,6,0,0,0
S00138962,14,18,10,4,1,0,0,0
S00138963,12,24,9,5,2,0,0,0
S00138964,7,18,11,24,8,4,0,0
S00138965,5,12,10,13,4,1,0,0
S00138966,1,9,8,16,6,2,0,0
S00138967,5,15,11,13,11,1,1,0
S00138968,37,19,7,0,0,1,0,0
S00138969,18,23,22,7,4,1,3,0
S00138970,19,19,17,18,3,0,1,1
S00138971,28,32,20,8,2,0,0,0
S00138972,9,10,5,7,3,0,0,0
S00138973,7,15,8,25,3,1,1,0
S00138974,7,24,8,8,6,0,0,1
S00138975,18,29,15,10,5,0,0,1
S00138976,6,9,8,11,3,1,0,0
S00138977,12,18,6,7,6,0,0,0
S00138978,16,30,11,9,4,0,1,0
S00138979,9,10,5,5,3,0,1,0
S00138980,16,27,13,14,1,1,2,0
S00138981,8,21,12,10,7,1,0,0
S00138982,3,13,8,10,5,0,1,1
S00138983,16,34,9,2,0,1,0,1
S00138984,0,16,4,12,3,2,2,0
S00138985,5,9,6,5,0,1,2,1
S00138986,7,20,9,9,4,1,0,0
S00138987,41,37,3,2,1,0,0,0
S00138988,8,19,12,10,1,2,0,1
S00138989,3,12,11,10,3,1,0,0
S00138990,12,15,9,10,0,0,0,0
S00138991,11,30,17,6,3,0,2,1
S00138992,28,21,10,5,1,0,1,0
S00138993,13,23,16,15,5,0,1,0
S00138994,5,12,9,16,6,0,2,0
S00138995,14,20,6,4,3,1,0,0
S00138996,19,18,5,3,1,0,0,1
S00138997,8,10,10,2,2,0,0,0
S00138998,47,19,0,2,0,0,0,0
S00138999,22,16,16,12,3,3,3,0
S00139000,24,16,7,13,2,2,0,1
S00139001,6,18,9,5,1,0,1,0
S00139002,13,27,3,2,1,2,0,0
S00139003,11,19,10,17,2,2,0,0
S00139004,7,18,10,4,2,1,0,0
S00139005,4,20,4,4,1,0,0,0
S00139006,1,7,9,14,4,0,0,0
S00139007,7,11,7,3,1,1,1,0
S00139008,23,25,10,5,0,3,0,2
S00139009,11,37,12,10,9,0,0,1
S00139010,14,17,9,13,6,0,0,0
S00139011,12,19,11,3,1,0,0,0
S00139012,5,8,12,4,1,0,2,1
S00139013,7,39,7,10,4,0,0,0
S00139014,2,23,14,16,3,0,0,0
S00139015,2,16,4,12,2,1,0,1
S00139016,4,12,6,2,1,1,1,1
S00139017,12,20,3,5,3,0,0,0
S00139018,6,14,3,5,0,0,0,0
S00139019,19,46,5,4,1,0,0,0
S00139020,6,20,6,7,3,0,0,0
S00139021,3,26,13,13,2,1,0,0
S00139022,17,16,3,7,0,1,0,0
S00139023,16,7,4,4,0,1,1,0
S00139024,11,20,5,7,2,1,1,0
S00139025,35,25,10,4,0,0,0,0
S00139026,2,15,11,4,1,1,0,0
S00139027,13,23,6,10,2,1,0,0
S00139028,22,20,12,2,0,1,0,0
S00139029,9,9,7,16,5,1,0,0
S00139030,13,14,10,1,1,1,0,1
S00139031,6,20,5,5,2,0,0,1
S00139032,4,9,4,8,3,0,1,0
S00139033,30,20,4,4,2,0,0,0
S00139034,26,25,3,10,2,0,0,0
S00139035,29,13,6,1,5,0,0,0
S00139036,28,11,4,0,1,0,1,0
S00139037,22,17,7,9,4,0,0,0
S00139038,36,18,6,5,3,2,1,0
S00139039,18,34,6,11,0,1,0,0
S00139040,5,14,10,10,2,1,2,0
S00139041,48,26,3,3,0,1,0,0
S00139042,26,25,3,2,1,3,0,0
S00139043,32,16,1,4,1,1,0,0
S00139044,17,23,8,11,0,0,0,0
S00139045,18,18,6,4,0,0,2,0
S00139046,18,42,6,4,3,0,1,0
S00139047,31,23,7,5,1,0,0,0
S00139048,15,18,10,5,1,1,0,0
S00139049,14,14,10,1,0,0,0,1
S00139050,7,36,7,4,4,0,0,0
S00139051,22,33,4,7,0,0,1,1
S00139052,9,32,10,8,4,0,0,1
S00139053,3,8,7,13,3,0,0,1
S00139054,19,13,5,4,0,1,0,0
S00139055,12,23,3,6,1,0,0,1
S00139056,11,25,5,5,0,2,1,1
S00139057,39,15,1,1,0,1,1,0
S00139058,21,20,2,4,0,2,0,0
S00139059,21,36,8,6,0,0,1,1
S00139060,21,16,8,3,1,1,0,1
S00139061,16,33,8,8,1,0,0,0
S00139062,23,20,4,3,0,0,0,0
S00139063,9,15,6,3,4,2,0,0
S00139064,14,14,11,4,2,2,0,0
S00139065,25,33,11,6,3,0,0,0
S00139066,14,25,6,11,3,1,0,0
S00139067,15,13,5,1,0,0,0,0
S00139068,30,14,12,0,1,1,0,0
S00139069,10,17,10,9,3,1,1,1
S00139070,24,14,7,10,1,0,1,0
S00139071,14,25,5,3,0,0,1,0
S00139072,36,9,3,0,0,1,0,0
S00139073,14,23,7,9,1,0,0,2
S00139074,30,28,7,6,2,0,3,0
S00139075,32,19,3,3,0,0,0,0
S00139076,20,24,2,7,1,1,0,1
S00139077,16,21,2,4,1,0,1,0
S00139078,20,23,7,16,2,1,0,0
S00139079,20,32,11,12,0,0,0,0
S00139080,14,23,14,9,0,0,0,0
S00139081,13,23,11,3,2,1,0,0
S00139082,8,21,5,4,0,0,0,1
S00139083,28,25,9,5,1,0,0,0
S00139084,24,22,10,9,1,0,0,0
S00139085,8,21,5,10,2,1,1,0
S00139086,33,17,3,5,0,1,1,0
S00139087,13,15,3,2,2,0,0,1
S00139088,23,26,6,0,1,0,0,0
S00139089,14,26,6,6,1,0,0,0
S00139090,21,15,6,8,0,0,1,0
S00139091,14,18,12,16,1,0,2,0
S00139092,20,23,4,5,1,0,0,0
S00139093,35,27,5,4,1,0,0,0
S00139094,17,23,2,1,2,1,0,1
S00139095,18,19,1,3,0,1,1,0
S00139096,23,27,15,4,2,2,0,1
S00139097,28,12,1,0,1,1,0,0
S00139098,18,30,7,5,1,1,0,2
S00139099,12,21,13,10,0,0,0,0
S00139100,5,11,5,4,1,0,1,0
S00139101,33,30,3,3,2,2,1,0
S00139102,29,11,1,5,0,0,0,1
S00139103,13,31,16,12,3,0,0,0
S00139104,15,15,5,4,1,0,0,1
S00139105,16,9,2,4,1,1,0,1
S00139106,44,23,2,3,1,0,0,0
S00139107,22,15,3,4,3,0,0,0
S00139108,23,18,7,2,0,1,2,0
S00139109,11,9,4,3,0,1,0,2
S00139110,10,27,16,15,1,0,0,0
S00139111,6,20,3,1,2,0,2,0
S00139112,6,13,2,5,1,2,0,0
S00139113,9,28,10,7,0,3,2,0
S00139114,10,20,12,7,2,0,0,1
S00139115,7,13,7,6,1,1,0,0
S00139116,10,15,13,8,0,0,1,0
S00139117,17,29,21,5,2,0,1,0
S00139118,18,31,10,20,4,0,0,1
S00139119,8,14,4,7,3,0,0,1
S00139120,10,18,18,14,0,0,0,1
S00139121,12,18,13,14,5,1,1,0
S00139122,22,19,12,7,1,1,0,0
S00139123,7,25,3,5,1,2,0,1
S00139124,20,10,4,4,2,0,1,1
S00139125,6,14,7,4,0,1,0,1
S00139126,5,20,17,20,3,1,0,0
S00139127,12,18,3,0,1,0,1,1
S00139128,23,23,13,6,0,0,0,0
S00139129,11,22,10,26,7,1,0,1
S00139130,6,20,6,5,1,2,0,0
S00139131,19,12,5,6,1,0,0,1
S00139132,13,22,3,3,0,0,0,0
S00139133,2,12,9,3,0,1,0,0
S00139134,16,12,4,2,1,1,0,0
S00139135,6,13,9,3,0,0,1,1
S00139136,5,23,14,16,0,0,1,0
S00139137,10,28,5,13,5,0,0,0
S00139138,13,32,10,1,3,0,1,0
S00139139,12,11,13,9,2,0,0,0
S00139140,14,22,5,2,1,1,0,0
S00139141,15,21,8,4,2,0,1,0
S00139142,18,29,15,14,0,0,0,0
S00139143,6,33,5,9,1,1,1,1
S00139144,12,14,14,16,4,0,0,0
S00139145,10,34,10,5,3,1,0,1
S00139146,11,13,7,10,1,0,0,2
S00139147,13,26,9,12,1,0,2,0
S00139148,10,18,3,2,1,0,0,0
S00139149,7,35,19,22,0,0,1,0
S00139150,13,14,13,7,2,0,2,0
S00139151,13,11,5,6,0,0,0,0
S00139152,7,10,12,14,2,1,0,0
S00139153,11,17,5,5,2,1,0,1
S00139154,12,31,15,12,3,2,1,0
S00139155,16,16,4,4,1,0,0,0
S00139156,11,22,2,10,0,0,2,1
S00139157,46,10,3,5,1,1,0,0
S00139158,21,26,4,3,1,1,0,1
S00139159,25,31,10,7,3,1,0,0
S00139160,12,25,1,10,1,0,0,0
S00139161,10,19,9,5,0,1,0,0
S00139162,9,15,4,8,2,0,1,1
S00139163,19,27,18,14,3,0,2,0
S00139164,8,18,10,13,2,1,0,0
S00139165,9,20,9,12,2,5,0,0
S00139166,5,17,12,8,3,2,1,0
S00139167,4,15,12,18,3,0,0,1
S00139168,13,29,5,8,4,0,0,1
S00139169,10,9,14,12,4,1,0,1
S00139170,5,15,12,21,3,0,1,1
S00139171,9,31,9,10,2,2,0,0
